year	month	temperature	precipitation	relative_humidity	Location	study
2005	1	265.7	47	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	2	265.6	68	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	3	257.5	34	76	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	4	263.6	26	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	5	269.7	26	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	6	275.1	7	88	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	7	277.5	50	89	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	8	277.5	24	91	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	9	271.9	27	85	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	10	267.6	47	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	11	268.4	59	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	12	268.4	29	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	1	269.2	125	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	2	262.7	25	78	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	3	257.9	26	75	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	4	270.9	25	86	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	5	271.4	19	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	6	275.7	16	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	7	278	21	90	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	8	277	30	90	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	9	272.5	38	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	10	267.5	39	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	11	268.4	61	83	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	12	266.6	43	81	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	1	263.5	24	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	2	263	11	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	3	265.5	57	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	4	262.1	26	77	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	5	269.6	18	83	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	6	275.5	11	87	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	7	277.5	14	88	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	8	276.4	49	87	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	9	273	33	86	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	10	270	95	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	11	267.5	43	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	12	265.2	71	81	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	1	265.2	55	81	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	2	263.6	44	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	3	257.3	6	74	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	4	261.8	24	77	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	5	269.3	15	83	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	6	274.1	37	81	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	7	277.4	22	89	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	8	276.5	28	90	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	9	275	64	89	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	10	267	33	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	11	263.9	29	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2008	12	264.6	63	81	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	1	260.1	22	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	2	260.9	33	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	3	261.6	32	83	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	4	258.3	47	74	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	5	270.2	30	83	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	6	274.2	50	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	7	277.2	13	87	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	8	276.7	17	92	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	9	273.7	16	87	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	10	269.5	50	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	11	270.7	41	90	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2009	12	267.4	25	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	1	265.2	77	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	2	262.1	6	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	3	258.7	18	77	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	4	264.5	14	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	5	271.4	14	85	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	6	274.6	24	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	7	277	9	90	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	8	275.7	26	88	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	9	273.8	23	90	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	10	270	46	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	11	261.7	30	75	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2010	12	260	35	77	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	1	258	32	76	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	2	261.8	45	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	3	261.3	81	78	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	4	267.2	28	83	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	5	269.6	13	81	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	6	275	16	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	7	277	25	89	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	8	276.9	12	89	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	9	275.6	24	93	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	10	269.7	50	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	11	266.7	73	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2011	12	266.4	20	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	1	269.3	105	85	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	2	267.2	55	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	3	267.3	23	81	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	4	262.9	11	76	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	5	269.2	25	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	6	274.7	16	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	7	277	24	88	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	8	276.6	38	88	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	9	274.5	31	88	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	10	270.3	20	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	11	266.3	18	77	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2012	12	265.6	46	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	1	264.8	39	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	2	261.5	13	77	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	3	257.1	7	72	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	4	263	14	76	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	5	269.8	25	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	6	275.5	50	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	7	278	34	89	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	8	278	52	89	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	9	275.4	26	89	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	10	268.3	47	78	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	11	265	43	74	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2013	12	264.6	17	76	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	1	268	12	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	2	270.3	18	84	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	3	264.4	37	76	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	4	262.8	29	74	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	5	269.3	29	77	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	6	274.5	23	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	7	278	45	90	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	8	276.8	28	86	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	9	273.2	58	83	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	10	270.1	50	83	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	11	265.9	55	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2014	12	262.6	15	76	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	1	264.9	35	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	2	258.4	68	72	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	3	265.7	73	81	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	4	266.3	23	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	5	269	7	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	6	275.2	16	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	7	277.5	8	86	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	8	277.4	43	91	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	9	274	50	88	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	10	271	42	85	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	11	268.8	21	81	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2015	12	266.9	68	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	1	268.5	43	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	2	267.1	6	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	3	266.2	45	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	4	266	18	78	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	5	272.9	21	85	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	6	276.2	36	82	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	7	279	46	87	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	8	277	39	85	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	9	275.5	63	90	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	10	274.6	82	88	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	11	271.1	73	83	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2016	12	267.3	47	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	1	262.4	46	72	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	2	265.3	55	78	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	3	260.4	42	76	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	4	263.2	15	77	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	5	267	15	76	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	6	275.3	19	85	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	7	277.9	34	86	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	8	277.1	34	86	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	9	276.5	73	91	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	10	272.4	22	87	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	11	268.4	4	80	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2017	12	267.5	30	79	"B5a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	1	263.8	42	80	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	2	261.5	5	78	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	3	258.7	21	76	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	4	259.5	22	76	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	5	267.1	21	80	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	6	273.4	59	80	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	7	276.3	42	88	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	8	275	19	90	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	9	273.4	34	89	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	10	273.2	57	92	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	11	269.1	21	85	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2000	12	261.8	18	75	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	1	263.9	42	81	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	2	263.3	28	79	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	3	256.2	8	73	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	4	260	13	78	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	5	268.2	18	80	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	6	274.1	35	84	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	7	276.6	17	90	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	8	276.5	18	90	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	9	274.2	47	90	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	10	267.5	37	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	11	261.1	62	75	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2001	12	262.6	36	77	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	1	260.3	43	76	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	2	258.3	18	76	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	3	258	15	72	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	4	266.2	41	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	5	268	7	78	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	6	275.2	31	86	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	7	277.3	14	88	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	8	277.4	36	92	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	9	271.2	27	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	10	268.7	30	81	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	11	267.3	32	83	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2002	12	264.2	36	79	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	1	255.1	6	70	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	2	261.6	31	80	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	3	256.5	43	72	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	4	262.9	41	77	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	5	269.7	21	79	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	6	274.8	17	84	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	7	277.3	32	90	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	8	276.8	20	89	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	9	272.3	20	83	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	10	268.2	39	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	11	265.5	32	81	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2003	12	255.3	17	71	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	1	257.8	19	75	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	2	257.8	20	74	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	3	266.3	53	85	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	4	268.8	27	86	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	5	270	11	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	6	274.2	12	85	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	7	278.3	41	92	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	8	276.5	28	91	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	9	273.1	22	87	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	10	269.3	40	83	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	11	261	31	74	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2004	12	265.9	58	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	1	265.7	47	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	2	265.6	68	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	3	257.5	34	76	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	4	263.6	26	79	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	5	269.7	26	80	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	6	275.1	7	88	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	7	277.5	50	89	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	8	277.5	24	91	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	9	271.9	27	85	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	10	267.6	47	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	11	268.4	59	84	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2005	12	268.4	29	84	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	1	269.2	125	84	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	2	262.7	25	78	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	3	257.9	26	75	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	4	270.9	25	86	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	5	271.4	19	80	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	6	275.7	16	84	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	7	278	21	90	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	8	277	30	90	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	9	272.5	38	84	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	10	267.5	39	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	11	268.4	61	83	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2006	12	266.6	43	81	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	1	263.5	24	79	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	2	263	11	80	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	3	265.5	57	82	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	4	262.1	26	77	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	5	269.6	18	83	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
2007	6	275.5	11	87	"B6a, Xutm33 (m): 524200, Yutm33 (m): 8677200, Z (m): 54"	fences
