sample	sampling_date	study	rhizome_length	rhizome_height	rhizome_width	rhizome_volume	stems	stem_length	inflorescence_length	flower_lenghth	bulbil_length	leaves	leaf_length	stipe_length	fresh_root_weight	root_length	pH	organic_matter_percentage	soil_nitrogen	soil_carbon	CN_ratio	moisture	conductivity	sequencing_type	Area	Locality	Description	Coordinates_N_UTM	Coordinates_E_UTM	UTM	Warming	Vegetation	Block	Fence	alldetectedASVs	noofseq	ASVs_rarefied	ratioFlToBul	ratioInflToStem	Pathotrophs	Pathotroph_saprotroph	Pathotroph_saprotroph_symbiotroph	pathotroph_symbiotroph	saprotroph	saprotroph_symbiotroph	symbiotroph	ratio_symbio_sapro	ratio_symbio_sapro_reads	tempC_meanyear	prec_sumyear	composition_abu	composition_pa	Shannon_H	Pielou_J	mean_July_temp_yearpriortosampling	mean_July_temp_yearofsampling
1.3.23	13/06/2013	isdammen	14.26	4.71	3.43	230.4	0	NA	NA	NA	NA	NA	NA	NA	0.1124	41.12	6.18	8.8	0.263	3.562	13.567	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	150	74136	143	NA	NA	1	12	4	0	29	6	67	2.310344828	0.694444444	-3.275	792	0.025593822	0.005809084	3.523609427	0.70704004	4.15	5.15
1.3.24	13/06/2013	isdammen	12.97	5.3	3.32	228.2	1	38.21	0	0	0	NA	NA	NA	0.1231	89.12	6.18	9.48	0.324	5.104	15.74	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	177	56464	164	NA	0	4	11	6	0	30	13	56	1.866666667	0.210526316	-3.275	792	0.032812336	0.033759329	3.9453027	0.769970811	4.15	5.15
1.3.25	13/06/2013	isdammen	10.13	6.34	4.48	287.7	0	NA	NA	NA	NA	NA	NA	NA	0.1388	73.13	6.01	9.24	0.282	3.888	13.777	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	167	79263	151	NA	NA	2	15	6	0	20	16	63	3.15	0.297297297	-3.275	792	0.127535318	0.036303715	3.675208372	0.725953458	4.15	5.15
1.3.26	27/07/2013	isdammen	10.32	4.78	3.52	173.6	1	31.53	12.25	0	12.25	3	7.17	10.83	0.1535	89.75	6.13	10.01	0.531	7.534	14.199	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	184	52222	174	0	0.388518871	5	12	8	0	33	12	71	2.151515152	0.642276423	-3.275	792	0.228077543	0.097709708	3.887807969	0.751923412	4.15	5.15
1.3.27	27/07/2013	isdammen	14.17	5.04	3.46	247.1	1	46.17	11.1	0	11.1	3	19.27	14.85	0.2405	65.4	6.19	9.02	0.27	3.799	14.086	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	138	24613	138	0	0.240415854	0	18	6	0	28	7	57	2.035714286	1.831460674	-3.275	792	0.203167292	0.041036472	3.566247892	0.723780045	4.15	5.15
1.3.28	27/07/2013	isdammen	8.1	3.72	4.5	135.6	1	39.41	18.1	3.18	15.48	3	17.92	11.41	0.146	57.8	6.27	9.32	0.271	3.644	13.423	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	140	23923	138	0.205426357	0.459274296	4	12	4	0	30	13	56	1.866666667	2.982758621	-3.275	792	0.207375642	0.025547671	3.214361787	0.651409214	4.15	5.15
1.3.29	27/07/2013	isdammen	17.14	3.35	2.92	167.7	1	29.98	13.94	0	13.94	4	14.4	9.37	0.1797	63.26	6.16	8.71	0.261	3.565	13.678	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	136	29953	133	0	0.464976651	0	13	4	0	26	10	65	2.5	2.297619048	-3.275	792	0.302826495	0.08310415	3.523680672	0.719435673	4.15	5.15
1.3.30	27/07/2013	isdammen	18.26	5.35	3.97	387.8	1	46.88	19.72	0	19.72	4	17.86	10.45	0.2283	67.8	6.04	9.5	0.296	3.747	12.661	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	109	33752	107	0	0.420648464	1	6	4	0	14	8	61	4.357142857	2	-3.275	792	0.279110231	0.12680692	2.899450861	0.624290876	4.15	5.15
1.3.31	09/09/2013	isdammen	10.64	6.64	3.68	260	1	28.83	12.91	0	12.91	5	12.69	8.03	0.131	49.6	6.12	9.88	0.298	4.408	14.813	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	122	46400	115	0	0.447797433	0	9	5	0	18	8	53	2.944444444	1.723076923	-3.275	792	0.045110608	0.074467389	2.983014896	0.629833173	4.15	5.15
1.3.32	09/09/2013	isdammen	14.18	6.1	3.54	306.2	1	40.87	12.85	0	12.85	6	14.64	12.82	0.0866	59.43	6.03	11.27	0.309	4.242	13.742	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	133	39758	126	0	0.314411549	0	8	3	0	18	7	65	3.611111111	1.054054054	-3.275	792	0.068686986	0.020589241	3.488580779	0.71670387	4.15	5.15
1.3.33	09/09/2013	isdammen	8.27	3.58	3.05	90.3	1	35.77	11.12	0	11.12	5	5.33	6.75	0.1036	51.38	6.17	13.83	0.458	7.299	15.925	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	160	56080	153	0	0.310875035	0	13	1	0	29	8	69	2.379310345	0.264900662	-3.275	792	0.066945892	-0.017434204	3.694913564	0.740399454	4.15	5.15
1.3.35	09/09/2013	isdammen	12.27	5.45	3.61	241.4	1	43.58	10.54	0	10.54	5	14.2	20.33	0.1559	55.78	6.29	11.37	0.301	4.934	16.397	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	165	43472	155	0	0.241854061	0	14	6	0	27	11	71	2.62962963	0.823529412	-3.275	792	0.07176057	0.024073663	3.894765842	0.769322021	4.15	5.15
1.3.6	27/07/2012	isdammen	17.68	3.44	6.71	408.1	1	56.77	15.89	0	15.89	4	20.44	14.3	0.1394	86.9	6.31	18.03	0.388	7.023	18.123	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	262	183038	217	0	0.279901356	1	30	6	0	27	21	87	3.222222222	2.041666667	-4.4833333	851	0.097638916	-0.026955414	3.785637765	0.697254885	4.15	4.15
1.3.8	27/07/2012	isdammen	11.42	3.15	1.51	54.3	1	35.06	14.06	2.14	13.1	4	15.74	7.01	0.0756	45	6.08	10.65	0.307	4.351	14.169	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	175	128561	152	0.163358779	0.401026811	0	9	4	0	17	8	56	3.294117647	0.71875	-4.4833333	851	-0.037902389	-0.039760587	3.824194389	0.762204723	4.15	4.15
1.3.9	27/07/2012	isdammen	10.14	3.44	2.13	74.3	1	37.45	9.9	2.64	7.11	2	11.69	12.14	0.0613	65.69	6.09	13.14	0.408	6.238	15.305	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672653.8	509704.2	33	NA	NA	NA	NA	215	145735	190	0.371308017	0.26435247	6	16	8	0	39	12	55	1.41025641	0.990147783	-4.4833333	851	-0.014160869	-0.006236002	3.834559041	0.73154218	4.15	4.15
1.4.10	27/07/2012	isdammen	11.77	3.88	4.98	227.4	1	33.45	13.77	5.38	10.68	4	15.25	13.3	0.0923	44.32	6.37	10.63	0.543	8.844	16.295	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	197	163200	169	0.503745318	0.411659193	0	9	2	0	20	10	64	3.2	0.490909091	-4.4833333	851	-0.015454858	-0.063210084	3.833224703	0.754363248	4.15	4.15
1.4.11	02/09/2012	isdammen	10.21	3.92	3.34	133.7	1	20.9	8.28	0	8.28	3	12.7	11.9	0.1293	38.01	6.45	10.85	0.345	4.96	14.383	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	115	23527	114	0	0.396172249	1	8	4	0	17	5	55	3.235294118	2.592105263	-4.4833333	851	0.340256612	0.039711821	2.717660369	0.573806271	4.15	4.15
1.4.12	02/09/2012	isdammen	12.91	4.7	3.22	195.4	1	47.7	15.17	0	15.17	4	17.74	12.73	0.0645	57.18	6.28	12.24	0.416	7.457	17.931	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	157	45364	149	0	0.31802935	3	19	7	0	21	10	59	2.80952381	3.574468085	-4.4833333	851	0.23145934	-0.012753142	3.479306671	0.698150343	4.15	4.15
1.4.13	02/09/2012	isdammen	16.75	4.43	3.27	242.6	1	32.16	11.88	0	11.88	3	13.09	12.14	0.1491	61.74	6.4	15.48	0.482	8.471	17.557	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	227	114647	185	0	0.369402985	2	11	4	0	36	10	66	1.833333333	0.402684564	-4.4833333	851	0.060159922	-0.029331049	3.906251291	0.745974331	4.15	4.15
1.4.14	02/09/2012	isdammen	11.12	4.51	3.25	163	1	28.24	13.8	2.05	11.8	4	12.3	6.51	0.0775	46.42	6.26	11.76	0.341	5.045	14.816	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	183	74277	159	0.173728814	0.488668555	4	18	5	0	22	12	49	2.227272727	1.049751244	-4.4833333	851	-0.036471405	0.002732559	3.664477328	0.722039769	4.15	4.15
1.4.15	02/09/2012	isdammen	10.32	4.22	3.51	152.9	1	32.32	13.31	0	13.31	5	9.94	11.33	0.1017	39.17	6.31	13.63	0.317	4.841	15.289	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	239	182861	181	0	0.411819307	2	11	7	0	24	9	82	3.416666667	8	-4.4833333	851	0.094632679	-0.066495762	3.575385164	0.690742221	4.15	4.15
1.4.21	13/06/2013	isdammen	11.74	4.09	3.17	152.2	0	NA	NA	NA	NA	NA	NA	NA	0.0979	58.12	6.03	12.25	0.399	5.513	13.816	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	140	50533	134	NA	NA	0	17	3	0	22	12	49	2.227272727	0.205263158	-3.275	792	0.099880347	0.016214577	3.493876983	0.714443262	4.15	5.15
1.4.23	13/06/2013	isdammen	14.81	3.26	4.04	195.1	1	34.35	0	0	0	NA	NA	NA	0.1503	75.82	6.03	11.08	0.336	5.095	15.167	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	168	61237	162	NA	0	0	13	2	0	25	11	67	2.68	0.703389831	-3.275	792	0.040143657	-0.026539864	3.835747165	0.759575552	4.15	5.15
1.4.24	13/06/2013	isdammen	10.17	3.58	3.96	144.2	0	NA	NA	NA	NA	NA	NA	NA	0.0759	47.18	6.29	9.59	0.28	3.851	13.749	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	123	46987	120	NA	NA	0	15	4	0	22	5	45	2.045454545	1.035175879	-3.275	792	0.038161531	-0.018859553	3.806942064	0.795185092	4.15	5.15
1.4.25	13/06/2013	isdammen	12.43	3.4	3.17	134	0	NA	NA	NA	NA	NA	NA	NA	0.1066	67.38	6.15	11.71	0.426	7.812	18.325	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	137	64084	124	NA	NA	1	13	4	0	26	12	41	1.576923077	1.243243243	-3.275	792	0.027383278	0.028232619	3.446774681	0.709240274	4.15	5.15
1.4.26	27/07/2013	isdammen	11.51	4.41	2.96	150.2	1	38.75	8.88	0	8.88	3	12.1	17	0.1795	134.58	6.06	11.19	0.431	6.387	14.826	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	130	26224	130	0	0.22916129	0	13	2	0	22	10	72	3.272727273	2	-3.275	792	0.250960803	0.109858938	3.650152744	0.751089227	4.15	5.15
1.4.28	27/07/2013	isdammen	13.04	4.32	3.41	192.1	1	54.36	15.69	0	15.69	4	9.32	9.82	0.1443	72.91	6.21	9.02	0.254	3.528	13.903	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	151	39683	144	0	0.288631347	0	10	4	0	23	9	76	3.304347826	0.625	-3.275	792	0.123572229	0.02569636	3.819431881	0.765350862	4.15	5.15
1.4.31	09/09/2013	isdammen	11.16	2.51	2.9	81.2	1	36.8	15.35	0	15.35	5	6.84	8.2	0.121	84.18	6.08	9.41	0.33	4.414	13.377	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	109	30597	108	0	0.417119565	0	5	4	0	22	9	52	2.363636364	1.907216495	-3.275	792	0.287009273	-0.004215417	3.394249344	0.726379986	4.15	5.15
1.4.32	09/09/2013	isdammen	10.92	6.83	4.12	307.3	1	26.93	13.03	0	13.03	6	10.64	11.74	0.2392	97.95	6.12	9.92	0.328	4.784	14.572	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	134	33719	130	0	0.483847011	1	10	2	0	26	8	60	2.307692308	0.696428571	-3.275	792	0.056594594	0.038519678	3.524181755	0.722879818	4.15	5.15
1.4.34	09/09/2013	isdammen	19.29	4.74	3.45	315.4	1	34.32	12.46	0	12.46	5	13.49	9.89	0.1924	110.2	6.16	11.56	0.344	4.859	14.13	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	193	74394	178	0	0.363053613	3	6	7	0	38	9	66	1.736842105	0.725490196	-3.275	792	0.051292717	-0.013124978	3.546113869	0.680703195	4.15	5.15
1.4.35	09/09/2013	isdammen	10.1	5.79	3.95	231	1	40.16	14.57	0	14.57	6	18.86	21.13	0.2608	108.55	6.24	12.94	0.446	6.487	14.541	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	159	32139	153	0	0.362798805	0	12	5	0	30	14	65	2.166666667	1.116788321	-3.275	792	0.174374245	-0.000739558	3.695683017	0.730914429	4.15	5.15
1.4.6	27/07/2012	isdammen	13.88	4.41	3.75	229.5	1	35.58	15.24	0	15.24	4	14.99	12.9	0.1046	57.59	6.25	12.03	0.354	5.241	14.805	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	249	142377	205	0	0.428330523	6	25	4	0	38	13	66	1.736842105	1.025380711	-4.4833333	851	-0.007938295	-0.019041502	4.259482834	0.79174054	4.15	4.15
1.4.7	27/07/2012	isdammen	13.29	3.99	4.26	225.9	1	25.55	11.22	0.76	11.07	2	14.46	7.52	0.0903	52.7	6.2	12.52	0.404	6.277	15.542	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	206	154615	168	0.06865402	0.439138943	1	23	2	0	24	10	56	2.333333333	0.826666667	-4.4833333	851	0.031041754	0.00465112	3.90223473	0.760684557	4.15	4.15
1.4.8	27/07/2012	isdammen	12.9	4.27	3.12	171.9	1	35.98	6.49	0	6.49	4	15.25	12.56	0.0732	52.7	6.09	9.33	0.31	4.576	14.758	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	225	200833	173	0	0.180377988	2	13	2	0	30	9	66	2.2	0.116666667	-4.4833333	851	0.008283776	-0.04052767	3.651776805	0.706273689	4.15	4.15
1.4.9	27/07/2012	isdammen	17.85	4.63	3.19	263.6	1	30.07	12.38	0	12.38	5	15.28	12.04	0.1759	49.1	6.27	10.67	0.313	4.164	13.283	NA	NA	illumina	Adventdalen	Isdammen	natural tundra (Dryas heathland)	8672658.3	509703.7	33	NA	NA	NA	NA	174	147293	154	0	0.411706019	4	15	7	0	19	10	51	2.684210526	1	-4.4833333	851	-0.004816104	-0.041244677	3.662191602	0.728006519	4.15	4.15
2.1.10	30/07/2012	birdcliff	16.23	5.05	4.36	357.4	1	39.72	21.6	6.17	16.92	4	21.2	18.95	NA	53.29	5.99	15.3	0.343	8.279	24.129	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684446.1	507530.6	33	NA	NA	NA	NA	217	139311	183	0.36465721	0.543806647	0	13	3	0	30	14	55	1.833333333	0.308139535	-4.1583333	642	0.03076771	0.032109127	3.609385071	0.694313193	4.05	4.05
2.1.6	30/07/2012	birdcliff	18.08	4.12	3.7	275.6	1	35.99	14.69	4.35	12.06	4	16.27	13.98	NA	42.42	5.85	13.04	0.487	7.131	14.655	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684446.1	507530.6	33	NA	NA	NA	NA	230	172891	178	0.360696517	0.408168936	5	6	8	2	28	10	44	1.571428571	0.619047619	-4.1583333	642	-0.03684137	0.042564186	3.456544048	0.667782855	4.05	4.05
2.1.7	30/07/2012	birdcliff	24.79	4.47	3.95	437.7	1	45.32	18.38	6.37	12.32	4	17.09	17.86	NA	41.4	5.64	18.4	0.47	8.239	17.527	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684446.1	507530.6	33	NA	NA	NA	NA	161	138403	137	0.517045455	0.405560459	0	7	2	0	5	10	62	12.4	139	-4.1583333	642	0.05146924	0.034370679	3.547907219	0.724382047	4.05	4.05
2.1.8	30/07/2012	birdcliff	23.56	6.13	4.8	693.2	1	45.64	21.11	6.98	15.37	4	21.84	17.02	NA	53.44	5.71	22.18	0.47	9.278	19.733	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684446.1	507530.6	33	NA	NA	NA	NA	166	141532	142	0.454131425	0.462532866	5	15	7	0	19	10	36	1.894736842	0.553072626	-4.1583333	642	0.080614002	0.067983535	3.089966559	0.620882434	4.05	4.05
2.1.9	30/07/2012	birdcliff	21.78	2.39	2.32	120.8	1	46.73	12.38	2.28	10.76	2	11.11	25.7	NA	59.49	5.82	17.23	1.007	26.115	25.934	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684446.1	507530.6	33	NA	NA	NA	NA	206	138096	177	0.211895911	0.264926172	1	7	2	2	16	13	77	4.8125	0.168918919	-4.1583333	642	-0.036242428	0.052590912	3.977141314	0.763442151	4.05	4.05
2.2.10	30/07/2012	birdcliff	15.28	4.19	3.29	210.6	1	46.5	20.66	6.44	17.13	4	15.71	20.13	NA	45.55	5.36	22.59	0.526	10.062	19.124	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684466.7	507554.7	33	NA	NA	NA	NA	180	147788	154	0.375948628	0.444301075	0	8	3	0	20	11	51	2.55	0.071428571	-4.1583333	642	-0.08670554	0.019629558	3.324831017	0.658401153	4.05	4.05
2.2.6	30/07/2012	birdcliff	17.32	3.67	3.52	223.7	1	53.47	21.83	6.67	19.34	4	15.48	21.46	NA	33.37	5.36	15.17	0.457	8.603	18.827	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684466.7	507554.7	33	NA	NA	NA	NA	177	132666	145	0.344881075	0.408266318	0	11	6	0	17	11	33	1.941176471	2	-4.1583333	642	-0.05903236	0.024988617	3.604668909	0.727359705	4.05	4.05
2.2.7	30/07/2012	birdcliff	10.8	6.79	3.61	264.7	1	43.57	22.66	3.25	19.93	4	14.8	9.07	NA	48.08	5.72	9.3	0.273	5.06	18.512	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684466.7	507554.7	33	NA	NA	NA	NA	176	94733	163	0.163070748	0.520082626	0	6	4	0	11	3	88	8	12.75	-4.1583333	642	-0.099459971	0.07873908	3.587664807	0.705178747	4.05	4.05
2.2.8	30/07/2012	birdcliff	8.77	3.64	2.28	72.8	1	24.24	14.27	7.16	8.08	4	9.56	6.67	NA	46.23	5.68	16.35	0.544	9.928	18.261	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684466.7	507554.7	33	NA	NA	NA	NA	177	150263	149	0.886138614	0.58869637	0	8	9	0	14	12	46	3.285714286	0.346534653	-4.1583333	642	-0.069012663	0.024002427	3.464805719	0.699137738	4.05	4.05
2.2.9	30/07/2012	birdcliff	10.54	3.85	3.89	157.9	1	33.19	14.83	4.59	9	3	10.49	14.27	NA	44.59	5.28	14.52	0.512	11.838	23.131	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684466.7	507554.7	33	NA	NA	NA	NA	134	68249	122	0.51	0.446821332	0	1	0	0	18	8	51	2.833333333	0.426470588	-4.1583333	642	-0.062677721	-0.006520462	3.451253719	0.715985917	4.05	4.05
2.3.10	30/07/2012	birdcliff	24.19	4.56	4.71	519.5	1	62.2	26.79	11.19	22.92	4	19.91	21.14	NA	36.13	5.69	12.79	0.39	6.967	17.881	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684466.7	507549.4	33	NA	NA	NA	NA	209	218660	164	0.488219895	0.430707395	0	14	5	0	26	9	33	1.269230769	0.146551724	-4.1583333	642	-0.077331037	-0.004310565	3.480331643	0.679226407	4.05	4.05
2.3.6	30/07/2012	birdcliff	13.55	4.89	3.1	205.4	1	35.18	21.87	7.64	12.43	4	20.37	14.94	NA	43.3	5.76	13	1.171	26.027	22.22	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684466.7	507549.4	33	NA	NA	NA	NA	154	112822	131	0.614641995	0.621660034	2	5	1	0	20	8	19	0.95	0.172413793	-4.1583333	642	-0.09778309	-0.075654613	3.401560111	0.699936505	4.05	4.05
2.3.8	30/07/2012	birdcliff	35.28	3.71	3.47	454.2	1	72.09	21.75	4.02	18.48	4	20.79	27.86	NA	37.38	5.81	9.48	0.449	5.282	11.769	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684466.7	507549.4	33	NA	NA	NA	NA	145	30224	142	0.217532468	0.301706201	0	3	1	0	15	15	50	3.333333333	1.32	-4.1583333	642	-0.052079656	-0.019962535	3.885913999	0.78411009	4.05	4.05
2.3.9	30/07/2012	birdcliff	12.41	3.25	2.85	114.9	1	24.64	17.13	4.45	12.66	5	11.87	7.17	NA	66.6	5.79	6.76	0.194	3.144	16.198	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684466.7	507549.4	33	NA	NA	NA	NA	285	133458	229	0.35150079	0.695211039	8	14	11	0	38	12	80	2.105263158	0.069364162	-4.1583333	642	-0.035798773	0.008160703	4.045219954	0.741518211	4.05	4.05
2.4.10	30/07/2012	birdcliff	15.22	3.37	2.76	141.6	1	41.88	17.49	1.68	16.35	5	16.28	14.8	NA	39.95	5.55	21.38	0.823	16.23	19.72	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684453.5	507521.4	33	NA	NA	NA	NA	163	148009	134	0.102752294	0.417621777	1	7	3	0	11	8	40	3.636363636	0.861111111	-4.1583333	642	-0.121086034	0.013496416	3.305399456	0.671831762	4.05	4.05
2.4.6	30/07/2012	birdcliff	16	3.83	3.64	223.1	1	51.83	16.89	5.58	14.2	4	14.86	15.53	NA	34.1	5.37	20.75	0.587	10.593	18.039	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684453.5	507521.4	33	NA	NA	NA	NA	177	170011	137	0.392957746	0.325873046	0	6	0	0	12	7	56	4.666666667	0.65625	-4.1583333	642	-0.085365977	-0.023685705	3.327238899	0.672337913	4.05	4.05
2.4.7	30/07/2012	birdcliff	10.31	3.63	2.75	102.9	1	38.95	20.51	3.92	19.11	4	14.3	11.53	NA	50.03	5.72	17.61	0.459	8.594	18.72	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684453.5	507521.4	33	NA	NA	NA	NA	232	140442	183	0.205128205	0.526572529	0	7	4	0	18	9	65	3.611111111	0.755102041	-4.1583333	642	-0.032451345	0.005131223	3.85263562	0.739542348	4.05	4.05
2.4.8	30/07/2012	birdcliff	29.59	3.56	3.7	389.8	1	49.65	10.06	1.51	8.56	3	15.71	23.61	NA	29.92	5.79	21.96	0.249	5.012	20.119	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684453.5	507521.4	33	NA	NA	NA	NA	169	97945	148	0.176401869	0.202618328	0	6	0	0	13	8	55	4.230769231	3.25	-4.1583333	642	-0.048474672	-0.032982901	3.637093889	0.73286475	4.05	4.05
2.4.9	30/07/2012	birdcliff	24.3	3.41	3.69	305.8	1	60.05	13.38	1.24	12.54	4	14.48	25	NA	41	5.95	25.95	0.953	21.926	23.013	NA	NA	illumina	Bjorndalen	Vestpynten	nutrient-rich edge habitat	8684453.5	507521.4	33	NA	NA	NA	NA	128	159289	98	0.098883573	0.222814321	0	4	1	0	9	4	37	4.111111111	4.5	-4.1583333	642	-0.104931937	-0.084750494	3.270779778	0.708709505	4.05	4.05
3.1.10	01/08/2012	mine3	10.17	3.68	3.01	112.7	1	41.97	21.45	0	21.45	3	17.59	14.01	0.0886	40.25	5.68	9.61	0.293	6.464	22.055	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683176.7	507385.1	33	NA	NA	NA	NA	114	109110	105	0	0.511079342	0	1	1	0	16	8	29	1.8125	6.454545455	-4.1416667	700	-0.21696536	-0.157698345	3.146726517	0.6803773	4.05	4.05
3.1.6	01/08/2012	mine3	8.3	4	3.25	107.9	1	46.18	15.32	0	15.32	3	14.82	16.03	0.0493	39.94	5.51	7.87	0.392	8.945	22.802	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683176.7	507385.1	33	NA	NA	NA	NA	143	110003	120	0	0.331745344	2	0	10	1	19	6	27	1.421052632	0.387096774	-4.1416667	700	-0.154772105	-0.060451629	3.304485949	0.691441842	4.05	4.05
3.1.7	01/08/2012	mine3	12.82	4.78	3.69	226.1	1	40.6	26.91	6.94	21.14	3	17.64	18.84	0.115	43.53	5.75	6.98	0.229	4.539	19.83	NA	NA	illumina	Bjorndalen	Mine 3 tailings	nutrient-rich contaminated site	8683176.7	507385.1	33	NA	NA	NA	NA	123	108826	101	0.328287606	0.662807882	1	0	7	2	26	1	21	0.807692308	0.61	-4.1416667	700	-0.191672373	-0.114303898	2.957928753	0.643710904	4.05	4.05
